timeframe,target_pips,horizon_bars,conditions,discovery_n,discovery_hit,discovery_lift,validation_n,validation_hit,validation_lift,validation_wilson95,oos_n,oos_hit,oos_lift,oos_wilson95
d1,200,3,sma_stack_bull+close_near_high+elliott_wave5_bull+cross_group_return_up,148,0.15540541,3.04391892,58,0.05172414,0.94308671,0.01774613,32,0.00000000,0.00000000,0.00000000
d1,200,3,trend_bull+adx_up3+volatility+mtf_adx25,277,0.15523466,3.04057448,33,0.09090909,1.65754634,0.03140394,58,0.06896552,2.32098765,0.02714425
d1,200,3,sma_stack_bull+breakout20_up+elliott_wave5_bull+cross_group_bull,168,0.15476190,3.03131470,85,0.03529412,0.64351799,0.01207504,35,0.00000000,0.00000000,0.00000000
d1,200,3,sma_stack_bull+breakout_up20+elliott_wave5_bull+cross_group_bull,168,0.15476190,3.03131470,85,0.03529412,0.64351799,0.01207504,35,0.00000000,0.00000000,0.00000000
d1,200,3,sma_stack_bull+retest_up+elliott_wave5_bull+cross_group_bull,168,0.15476190,3.03131470,85,0.03529412,0.64351799,0.01207504,35,0.00000000,0.00000000,0.00000000
d1,200,3,ichimoku_cloud_bull+adx_up3+atr_expand+mtf_adx25,136,0.15441176,3.02445652,13,0.23076923,4.20761763,0.08179529,38,0.05263158,1.77128005,0.01455421
d1,200,3,sma_stack_bull+bb_expand+horizontal_break_up+close_near_high,149,0.15436242,3.02348993,45,0.08888889,1.62071197,0.03511112,30,0.00000000,0.00000000,0.00000000
d1,200,3,trend_bull+volatility+breakout20_up+mtf_adx25,149,0.15436242,3.02348993,18,0.05555556,1.01294498,0.00987519,21,0.09523810,3.20517343,0.02651877
d1,200,3,trend_bull+volatility+breakout_up20+mtf_adx25,149,0.15436242,3.02348993,18,0.05555556,1.01294498,0.00987519,21,0.09523810,3.20517343,0.02651877
d1,200,3,ichimoku_cloud_bull+adx25+atr_expand+mtf_adx25,162,0.15432099,3.02267848,14,0.14285714,2.60471567,0.04009392,37,0.02702703,0.90957624,0.00478697
d1,200,3,sma_stack_bull+breakout20_up+elliott_impulse_bull+cross_group_return_up,188,0.15425532,3.02139223,102,0.03921569,0.71501999,0.01535407,55,0.01818182,0.61189675,0.00321678
d1,200,3,sma_stack_bull+breakout_up20+elliott_impulse_bull+cross_group_return_up,188,0.15425532,3.02139223,102,0.03921569,0.71501999,0.01535407,55,0.01818182,0.61189675,0.00321678
d1,200,3,sma_stack_bull+retest_up+elliott_impulse_bull+cross_group_return_up,188,0.15425532,3.02139223,102,0.03921569,0.71501999,0.01535407,55,0.01818182,0.61189675,0.00321678
d1,200,3,sma_stack_bull+rci_strong_bull+volatility+mtf_adx25,208,0.15384615,3.01337793,36,0.05555556,1.01294498,0.01536999,26,0.00000000,0.00000000,0.00000000
d1,200,3,ichimoku_cloud_bull+breakout20_up+mtf_adx25+cross_group_return_up,208,0.15384615,3.01337793,78,0.03846154,0.70126960,0.01316583,40,0.07500000,2.52407407,0.02583603
d1,200,3,ichimoku_cloud_bull+breakout_up20+mtf_adx25+cross_group_return_up,208,0.15384615,3.01337793,78,0.03846154,0.70126960,0.01316583,40,0.07500000,2.52407407,0.02583603
d1,200,3,ichimoku_cloud_bull+retest_up+mtf_adx25+cross_group_return_up,208,0.15384615,3.01337793,78,0.03846154,0.70126960,0.01316583,38,0.05263158,1.77128005,0.01455421
d1,200,3,adx_up3+volatility+close_near_high+mtf_volatility,156,0.15384615,3.01337793,24,0.12500000,2.27912621,0.04344334,27,0.00000000,0.00000000,0.00000000
d1,200,3,sma_stack_bull+elliott_impulse_bull+cross_group_bull,228,0.15350877,3.00676964,110,0.03636364,0.66301853,0.01423031,54,0.00000000,0.00000000,0.00000000
d1,200,3,volatility+elliott_impulse_bull+mtf_adx25+cross_group_bull,163,0.15337423,3.00413444,32,0.00000000,0.00000000,0.00000000,19,0.05263158,1.77128005,0.00935199
d1,200,3,trend_bull+bb_expand+horizontal_break_up+cross_group_bull,150,0.15333333,3.00333333,60,0.03333333,0.60776699,0.00918932,28,0.00000000,0.00000000,0.00000000
d1,200,3,trend_bull+close_near_high+elliott_impulse_bull+cross_group_bull,255,0.15294118,2.99565217,69,0.02898551,0.52849304,0.00798520,42,0.02380952,0.80129336,0.00421540
d1,200,3,sma_stack_bull+adx_up3+bb_expand+close_near_high,170,0.15294118,2.99565217,28,0.03571429,0.65117892,0.00633252,39,0.00000000,0.00000000,-0.00000000
d1,200,5,volatility+pin_bull,166,0.34939759,3.48646442,34,0.17647059,1.80115090,0.08348969,36,0.22222222,3.52196382,0.11716332
d1,200,5,pin_bull+mtf_adx25,180,0.33333333,3.32616721,37,0.18918919,1.93096357,0.09479979,39,0.15384615,2.43828265,0.07247472
d1,200,5,bb_expand+pin_bull,120,0.33333333,3.32616721,19,0.15789474,1.61155606,0.05520472,20,0.15000000,2.37732558,0.05236875
d1,200,5,adx25+pin_bull,204,0.28921569,2.88593920,25,0.20000000,2.04130435,0.08860585,36,0.19444444,3.08171835,0.09753095
d1,200,5,trend_bull+volatility+elliott_impulse_bull+mtf_adx25,167,0.28742515,2.86807232,20,0.05000000,0.51032609,0.00888145,19,0.10526316,1.66829865,0.02935856
d1,200,5,trend_bull+volatility+breakout20_up+mtf_adx25,149,0.28187919,2.81273200,18,0.05555556,0.56702899,0.00987519,21,0.14285714,2.26411960,0.04981012
d1,200,5,trend_bull+volatility+breakout_up20+mtf_adx25,149,0.28187919,2.81273200,18,0.05555556,0.56702899,0.00987519,21,0.14285714,2.26411960,0.04981012
d1,200,5,trend_bull+volatility+elliott_wave5_bull+mtf_adx25,135,0.28148148,2.80876342,15,0.00000000,0.00000000,0.00000000,18,0.11111111,1.76098191,0.03101952
d1,200,5,pin_bull+cross_target_relative_up,179,0.27932961,2.78729096,60,0.25000000,2.55163043,0.15776523,30,0.16666667,2.64147287,0.07336542
d1,200,5,trend_bull+volatility+retest_up+mtf_adx25,148,0.27702703,2.76431464,18,0.05555556,0.56702899,0.00987519,19,0.10526316,1.66829865,0.02935856
d1,200,5,sma_stack_bull+adx25+atr_expand+mtf_adx25,121,0.27272727,2.72140954,11,0.09090909,0.92786561,0.01623217,38,0.02631579,0.41707466,0.00466059
d1,200,5,sma_stack_bull+close_near_high+elliott_impulse_bull+cross_group_bull,162,0.27160494,2.71021032,58,0.03448276,0.35194903,0.00950793,38,0.13157895,2.08537332,0.05753868
d1,200,5,volatility+breakout20_up+mtf_adx25+cross_group_bull,122,0.27049180,2.69910290,18,0.00000000,0.00000000,0.00000000,16,0.12500000,1.98110465,0.03497749
d1,200,5,volatility+breakout_up20+mtf_adx25+cross_group_bull,122,0.27049180,2.69910290,18,0.00000000,0.00000000,0.00000000,16,0.12500000,1.98110465,0.03497749
d1,200,5,volatility+retest_up+mtf_adx25+cross_group_bull,122,0.27049180,2.69910290,18,0.00000000,0.00000000,0.00000000,16,0.12500000,1.98110465,0.03497749
d1,200,5,ichimoku_cloud_bull+volatility+elliott_wave5_bull+mtf_adx25,148,0.27027027,2.69689233,21,0.09523810,0.97204969,0.02651877,22,0.09090909,1.44080338,0.02529543
d1,200,5,trend_bull+rci_strong_bull+horizontal_break_up+cross_group_bull,137,0.27007299,2.69492380,38,0.00000000,0.00000000,0.00000000,20,0.00000000,0.00000000,0.00000000
d1,200,5,sma_stack_bull+bb_expand+breakout20_up+cross_group_bull,123,0.26829268,2.67715897,63,0.03174603,0.32401656,0.00874953,26,0.11538462,1.82871199,0.04003245
d1,200,5,sma_stack_bull+bb_expand+breakout_up20+cross_group_bull,123,0.26829268,2.67715897,63,0.03174603,0.32401656,0.00874953,26,0.11538462,1.82871199,0.04003245
d1,200,5,sma_stack_bull+bb_expand+retest_up+cross_group_bull,123,0.26829268,2.67715897,62,0.03225806,0.32924264,0.00889137,26,0.11538462,1.82871199,0.04003245
d1,200,5,trend_bull+bb_expand+horizontal_break_up+cross_group_bull,150,0.26666667,2.66093377,60,0.03333333,0.34021739,0.00918932,28,0.10714286,1.69808970,0.03711837
d1,200,5,ichimoku_cloud_bull+volatility+elliott_wave5_bull+cross_group_return_up,124,0.26612903,2.65556898,23,0.08695652,0.88752363,0.02418000,28,0.07142857,1.13205980,0.01981206
d1,200,5,ichimoku_cloud_bull+rci_strong_bull+breakout20_up+cross_group_bull,147,0.26530612,2.64735757,43,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+rci_strong_bull+breakout_up20+cross_group_bull,147,0.26530612,2.64735757,43,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+rci_strong_bull+retest_up+cross_group_bull,147,0.26530612,2.64735757,43,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,200,5,volatility+elliott_wave5_bull+mtf_adx25+cross_group_bull,125,0.26400000,2.63432443,21,0.09523810,0.97204969,0.02651877,15,0.13333333,2.11317829,0.03736126
d1,200,5,volatility+breakout20_up+mtf_trend_bull+cross_group_bull,129,0.26356589,2.62999268,26,0.00000000,0.00000000,0.00000000,21,0.09523810,1.50941307,0.02651877
d1,200,5,volatility+breakout_up20+mtf_trend_bull+cross_group_bull,129,0.26356589,2.62999268,26,0.00000000,0.00000000,0.00000000,21,0.09523810,1.50941307,0.02651877
d1,200,5,volatility+retest_up+mtf_trend_bull+cross_group_bull,129,0.26356589,2.62999268,26,0.00000000,0.00000000,0.00000000,21,0.09523810,1.50941307,0.02651877
d1,200,5,rci_strong_bull+bb_expand+horizontal_break_up+cross_group_return_up,133,0.26315789,2.62592148,39,0.05128205,0.52341137,0.01417796,22,0.00000000,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+volatility+breakout20_up+close_near_high,122,0.26229508,2.61731190,13,0.07692308,0.78511706,0.01371042,23,0.08695652,1.37815976,0.02418000
d1,200,5,ichimoku_cloud_bull+volatility+breakout_up20+close_near_high,122,0.26229508,2.61731190,13,0.07692308,0.78511706,0.01371042,23,0.08695652,1.37815976,0.02418000
d1,200,5,ichimoku_cloud_bull+volatility+elliott_impulse_bull+cross_group_bull,145,0.26206897,2.61505560,28,0.14285714,1.45807453,0.05699005,27,0.07407407,1.17398794,0.02055465
d1,200,5,ichimoku_cloud_bull+breakout20_up+mtf_adx25+cross_group_bull,187,0.26203209,2.61468759,71,0.01408451,0.14375383,0.00249060,29,0.10344828,1.63953488,0.03581489
d1,200,5,ichimoku_cloud_bull+breakout_up20+mtf_adx25+cross_group_bull,187,0.26203209,2.61468759,71,0.01408451,0.14375383,0.00249060,29,0.10344828,1.63953488,0.03581489
d1,200,5,ichimoku_cloud_bull+retest_up+mtf_adx25+cross_group_bull,187,0.26203209,2.61468759,71,0.01408451,0.14375383,0.00249060,29,0.10344828,1.63953488,0.03581489
d1,200,5,sma_stack_bull+horizontal_break_up+elliott_impulse_bull+cross_group_bull,153,0.26143791,2.60875860,83,0.03614458,0.36891042,0.01236780,39,0.07692308,1.21914132,0.02650740
d1,200,5,ichimoku_cloud_bull+rci_strong_bull+breakout20_up+cross_group_return_up,157,0.26114650,2.60585074,54,0.05555556,0.56702899,0.01907327,34,0.00000000,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+rci_strong_bull+breakout_up20+cross_group_return_up,157,0.26114650,2.60585074,54,0.05555556,0.56702899,0.01907327,34,0.00000000,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+rci_strong_bull+retest_up+cross_group_return_up,157,0.26114650,2.60585074,54,0.05555556,0.56702899,0.01907327,34,0.00000000,0.00000000,0.00000000
d1,200,5,sma_stack_bull+elliott_impulse_bull+mtf_adx25+cross_group_bull,146,0.26027397,2.59714426,74,0.04054054,0.41377791,0.01388243,25,0.12000000,1.90186047,0.04166817
d1,200,5,sma_stack_bull+bb_expand+elliott_impulse_bull+cross_group_return_up,123,0.26016260,2.59603294,65,0.03076923,0.31404682,0.00847900,30,0.16666667,2.64147287,0.07336542
d1,200,5,trend_bull+volatility+breakout20_up+close_near_high,128,0.25781250,2.57258245,13,0.07692308,0.78511706,0.01371042,19,0.10526316,1.66829865,0.02935856
d1,200,5,trend_bull+volatility+breakout_up20+close_near_high,128,0.25781250,2.57258245,13,0.07692308,0.78511706,0.01371042,19,0.10526316,1.66829865,0.02935856
d1,200,5,volatility+elliott_impulse_bull+mtf_adx25+cross_group_bull,163,0.25766871,2.57114766,32,0.09375000,0.95686141,0.03240155,19,0.10526316,1.66829865,0.02935856
d1,200,5,sma_stack_bull+horizontal_break_up+elliott_wave5_bull+cross_group_bull,144,0.25694444,2.56392056,78,0.03846154,0.39255853,0.01316583,30,0.10000000,1.58488372,0.03459989
d1,200,5,trend_bull+bb_expand+elliott_impulse_bull+cross_group_bull,191,0.25654450,2.55992974,64,0.03125000,0.31895380,0.00861214,26,0.11538462,1.82871199,0.04003245
d1,200,5,sma_stack_bull+pin_bull,195,0.25641026,2.55859016,51,0.19607843,2.00127877,0.11015343,63,0.19047619,3.01882614,0.11246192
d1,200,5,trend_bull+bb_expand+horizontal_break_up+cross_group_return_up,172,0.25581395,2.55263995,68,0.05882353,0.60038363,0.02311077,37,0.13513514,2.14173476,0.05913294
d1,200,5,trend_bull+volatility+elliott_impulse_bull+cross_group_return_up,129,0.25581395,2.55263995,21,0.09523810,0.97204969,0.02651877,29,0.06896552,1.09302326,0.01912127
d1,200,5,ichimoku_cloud_bull+volatility+breakout20_up+mtf_adx25,149,0.25503356,2.54485276,21,0.04761905,0.48602484,0.00845599,23,0.13043478,2.06723964,0.04537659
d1,200,5,ichimoku_cloud_bull+volatility+breakout_up20+mtf_adx25,149,0.25503356,2.54485276,21,0.04761905,0.48602484,0.00845599,23,0.13043478,2.06723964,0.04537659
d1,200,5,sma_stack_bull+rci_strong_bull+volatility+mtf_adx25,208,0.25480769,2.54259897,36,0.11111111,1.13405797,0.04406640,26,0.00000000,0.00000000,0.00000000
d1,200,5,sma_stack_bull+horizontal_break_up+mtf_rsi60+cross_group_bull,161,0.25465839,2.54110911,89,0.03370787,0.34404006,0.01152922,44,0.06818182,1.08060254,0.02345940
d1,200,5,sma_stack_bull+bb_expand+breakout20_up+cross_group_return_up,134,0.25373134,2.53185862,71,0.05633803,0.57501531,0.02212452,34,0.11764706,1.86456908,0.04671447
d1,200,5,sma_stack_bull+bb_expand+breakout_up20+cross_group_return_up,134,0.25373134,2.53185862,71,0.05633803,0.57501531,0.02212452,34,0.11764706,1.86456908,0.04671447
d1,200,5,sma_stack_bull+bb_expand+retest_up+cross_group_return_up,134,0.25373134,2.53185862,70,0.05714286,0.58322981,0.02244378,33,0.12121212,1.92107118,0.04816161
d1,200,5,sma_stack_bull+breakout20_up+mtf_adx25+cross_group_bull,134,0.25373134,2.53185862,67,0.02985075,0.30467229,0.00822469,27,0.11111111,1.76098191,0.03852035
d1,200,5,sma_stack_bull+breakout_up20+mtf_adx25+cross_group_bull,134,0.25373134,2.53185862,67,0.02985075,0.30467229,0.00822469,27,0.11111111,1.76098191,0.03852035
d1,200,5,sma_stack_bull+retest_up+mtf_adx25+cross_group_bull,134,0.25373134,2.53185862,67,0.02985075,0.30467229,0.00822469,27,0.11111111,1.76098191,0.03852035
d1,200,5,ichimoku_cloud_bull+volatility+breakout20_up+elliott_wave5_bull,138,0.25362319,2.53077940,24,0.00000000,0.00000000,0.00000000,26,0.07692308,1.21914132,0.02135509
d1,200,5,ichimoku_cloud_bull+volatility+breakout_up20+elliott_wave5_bull,138,0.25362319,2.53077940,24,0.00000000,0.00000000,0.00000000,26,0.07692308,1.21914132,0.02135509
d1,200,5,ichimoku_cloud_bull+volatility+retest_up+elliott_wave5_bull,138,0.25362319,2.53077940,24,0.00000000,0.00000000,0.00000000,26,0.07692308,1.21914132,0.02135509
d1,200,5,trend_bull+volatility+close_near_high+elliott_impulse_bull,150,0.25333333,2.52788708,11,0.00000000,0.00000000,0.00000000,23,0.08695652,1.37815976,0.02418000
d1,200,5,ichimoku_cloud_bull+breakout20_up+close_near_high+cross_group_bull,178,0.25280899,2.52265491,59,0.01694915,0.17299189,0.00299823,32,0.12500000,1.98110465,0.04970134
d1,200,5,ichimoku_cloud_bull+breakout_up20+close_near_high+cross_group_bull,178,0.25280899,2.52265491,59,0.01694915,0.17299189,0.00299823,32,0.12500000,1.98110465,0.04970134
d1,200,5,trend_bull+rci_strong_bull+breakout20_up+cross_group_bull,186,0.25268817,2.52144934,44,0.00000000,0.00000000,0.00000000,31,0.00000000,0.00000000,0.00000000
d1,200,5,trend_bull+rci_strong_bull+breakout_up20+cross_group_bull,186,0.25268817,2.52144934,44,0.00000000,0.00000000,0.00000000,31,0.00000000,0.00000000,0.00000000
d1,200,5,trend_bull+rci_strong_bull+retest_up+cross_group_bull,186,0.25268817,2.52144934,44,0.00000000,0.00000000,0.00000000,31,0.00000000,0.00000000,0.00000000
d1,200,5,trend_bull+bb_expand+breakout20_up+cross_group_bull,202,0.25247525,2.51932467,69,0.02898551,0.29584121,0.00798520,29,0.10344828,1.63953488,0.03581489
d1,200,5,trend_bull+bb_expand+breakout_up20+cross_group_bull,202,0.25247525,2.51932467,69,0.02898551,0.29584121,0.00798520,29,0.10344828,1.63953488,0.03581489
d1,200,5,trend_bull+bb_expand+retest_up+cross_group_bull,202,0.25247525,2.51932467,68,0.02941176,0.30019182,0.00810318,29,0.10344828,1.63953488,0.03581489
d1,200,5,trend_bull+volatility+mtf_rsi60+cross_group_bull,238,0.25210084,2.51558865,42,0.07142857,0.72903727,0.02459041,40,0.10000000,1.58488372,0.03957953
d1,200,5,ichimoku_cloud_bull+bb_expand+horizontal_break_up+cross_group_bull,123,0.25203252,2.51490691,57,0.01754386,0.17906178,0.00310366,25,0.12000000,1.90186047,0.04166817
d1,200,5,ichimoku_cloud_bull+adx25+pin_bull,127,0.25196850,2.51426813,20,0.20000000,2.04130435,0.08065766,28,0.25000000,3.96220930,0.12676495
d1,200,5,pin_bull+mtf_trend_bull+cross_group_return_up,127,0.25196850,2.51426813,27,0.14814815,1.51207729,0.05915928,26,0.07692308,1.21914132,0.02135509
d1,200,5,ichimoku_cloud_bull+pin_bull,274,0.25182482,2.51283435,68,0.17647059,1.80115090,0.10393587,64,0.17187500,2.72401890,0.09877742
d1,200,5,sma_stack_bull+adx_up3+volatility+mtf_rsi60,139,0.25179856,2.51257235,26,0.03846154,0.39255853,0.00682198,26,0.03846154,0.60957066,0.00682198
d1,200,5,ichimoku_cloud_bull+rci_strong_bull+elliott_impulse_bull+cross_group_bull,147,0.25170068,2.51159565,45,0.02222222,0.22681159,0.00393360,21,0.00000000,0.00000000,-0.00000000
d1,200,5,sma_stack_bull+horizontal_break_up+cross_group_bull,163,0.25153374,2.50992986,90,0.03333333,0.34021739,0.01140039,44,0.06818182,1.08060254,0.02345940
d1,200,5,sma_stack_bull+horizontal_break_up+retest_up+cross_group_bull,163,0.25153374,2.50992986,89,0.03370787,0.34404006,0.01152922,44,0.06818182,1.08060254,0.02345940
d1,200,5,sma_stack_bull+horizontal_break_up+mtf_trend_bull+cross_group_bull,163,0.25153374,2.50992986,90,0.03333333,0.34021739,0.01140039,44,0.06818182,1.08060254,0.02345940
d1,200,5,ichimoku_cloud_bull+breakout20_up+mtf_adx25+cross_group_return_up,208,0.25000000,2.49462541,78,0.03846154,0.39255853,0.01316583,40,0.12500000,1.98110465,0.05459500
d1,200,5,ichimoku_cloud_bull+breakout_up20+mtf_adx25+cross_group_return_up,208,0.25000000,2.49462541,78,0.03846154,0.39255853,0.01316583,40,0.12500000,1.98110465,0.05459500
d1,200,5,ichimoku_cloud_bull+retest_up+mtf_adx25+cross_group_return_up,208,0.25000000,2.49462541,78,0.03846154,0.39255853,0.01316583,38,0.10526316,1.66829865,0.04170257
d1,200,5,trend_bull+rci_strong_bull+elliott_impulse_bull+cross_group_bull,180,0.25000000,2.49462541,44,0.00000000,0.00000000,0.00000000,27,0.00000000,0.00000000,0.00000000
d1,200,5,trend_bull+rci_strong_bull+horizontal_break_up+cross_group_return_up,156,0.25000000,2.49462541,47,0.04255319,0.43432007,0.01174828,30,0.00000000,0.00000000,0.00000000
d1,200,5,rci_strong_bull+horizontal_break_up+elliott_impulse_bull+cross_group_bull,152,0.25000000,2.49462541,44,0.00000000,0.00000000,0.00000000,21,0.00000000,0.00000000,-0.00000000
d1,200,5,ichimoku_cloud_bull+volatility+retest_up+mtf_adx25,148,0.25000000,2.49462541,21,0.04761905,0.48602484,0.00845599,21,0.09523810,1.50941307,0.02651877
d1,200,5,ichimoku_cloud_bull+rci_strong_bull+elliott_wave5_bull+cross_group_bull,136,0.25000000,2.49462541,44,0.02272727,0.23196640,0.00402325,18,0.00000000,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+bb_expand+horizontal_break_up+cross_group_return_up,136,0.25000000,2.49462541,66,0.04545455,0.46393281,0.01557827,35,0.14285714,2.26411960,0.06260231
d1,200,5,trend_bull+pin_bull+cross_group_bull,128,0.25000000,2.49462541,26,0.11538462,1.17767559,0.04003245,27,0.07407407,1.17398794,0.02055465
d1,200,5,sma_stack_bull+close_near_high+elliott_wave3_bull+mtf_adx25,120,0.25000000,2.49462541,27,0.07407407,0.75603865,0.02055465,27,0.11111111,1.76098191,0.03852035
d1,200,5,pin_bull+cross_group_bull,185,0.24864865,2.48114095,46,0.13043478,1.33128544,0.06117840,37,0.10810811,1.71338781,0.04285190
d1,200,5,trend_bull+volatility+breakout20_up+elliott_impulse_bull,173,0.24855491,2.48020561,23,0.00000000,0.00000000,0.00000000,29,0.06896552,1.09302326,0.01912127
d1,200,5,trend_bull+volatility+breakout_up20+elliott_impulse_bull,173,0.24855491,2.48020561,23,0.00000000,0.00000000,0.00000000,29,0.06896552,1.09302326,0.01912127
d1,200,5,trend_bull+rci_strong_bull+elliott_wave5_bull+cross_group_bull,165,0.24848485,2.47950647,41,0.00000000,0.00000000,-0.00000000,21,0.00000000,0.00000000,-0.00000000
d1,200,5,rci_strong_bull+volatility+mtf_adx25+cross_group_bull,165,0.24848485,2.47950647,45,0.13333333,1.36086957,0.06257149,25,0.00000000,0.00000000,0.00000000
d1,200,5,rci_strong_bull+horizontal_break_up+elliott_wave5_bull+cross_group_bull,141,0.24822695,2.47693303,41,0.00000000,0.00000000,-0.00000000,15,0.00000000,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+volatility+close_near_high+elliott_wave5_bull,129,0.24806202,2.47528723,11,0.00000000,0.00000000,0.00000000,21,0.09523810,1.50941307,0.02651877
d1,200,10,bb_expand+pin_bull,120,0.55833333,2.82150830,19,0.31578947,1.58995344,0.15364379,20,0.40000000,2.50666667,0.21880653
d1,200,10,volatility+pin_bull,166,0.54216867,2.73982105,34,0.55882353,2.81359407,0.39453899,36,0.61111111,3.82962963,0.44864459
d1,200,10,rci_bull+pin_bull+cross_group_return_up,134,0.45522388,2.30045008,32,0.50000000,2.51742627,0.33630883,30,0.10000000,0.62666667,0.03459989
d1,200,10,rci_bull+pin_bull+mtf_price200_bull+cross_group_return_up,132,0.45454545,2.29702169,28,0.46428571,2.33761011,0.29531570,26,0.11538462,0.72307692,0.04003245
d1,200,10,trend_bull+pin_bull+cross_group_bull,128,0.45312500,2.28984349,26,0.30769231,1.54918540,0.16501316,27,0.14814815,0.92839506,0.05915928
d1,200,10,pin_bull+cross_target_relative_up,179,0.45251397,2.28675567,60,0.51666667,2.60134048,0.39307810,30,0.36666667,2.29777778,0.21873921
d1,200,10,trend_bull+pin_bull+mtf_price200_bull+cross_group_bull,120,0.45000000,2.27405147,26,0.30769231,1.54918540,0.16501316,25,0.16000000,1.00266667,0.06403451
d1,200,10,pin_bull+mtf_trend_bull+cross_group_return_up,127,0.44881890,2.26808283,27,0.37037037,1.86476020,0.21532513,26,0.15384615,0.96410256,0.06150034
d1,200,10,pin_bull+mtf_price200_bull+cross_target_relative_up,123,0.44715447,2.25967174,45,0.53333333,2.68525469,0.39077455,19,0.26315789,1.64912281,0.11806412
d1,200,10,price200_bull+rci_bull+pin_bull+cross_group_return_up,123,0.44715447,2.25967174,24,0.41666667,2.09785523,0.24467603,30,0.10000000,0.62666667,0.03459989
d1,200,10,sma_stack_bull+pin_bull,195,0.44615385,2.25461513,51,0.43137255,2.17189718,0.30501236,63,0.36507937,2.28783069,0.25715393
d1,200,10,price200_bull+pin_bull+mtf_trend_bull+cross_group_return_up,120,0.44166667,2.23193940,26,0.38461538,1.93648175,0.22428594,26,0.15384615,0.96410256,0.06150034
d1,200,10,trend_bull+pin_bull+cross_group_return_up,144,0.43750000,2.21088337,26,0.30769231,1.54918540,0.16501316,31,0.16129032,1.01075269,0.07092624
d1,200,10,trend_bull+pin_bull+mtf_price200_bull+cross_group_return_up,133,0.43609023,2.20375915,26,0.30769231,1.54918540,0.16501316,29,0.17241379,1.08045977,0.07597857
d1,200,10,sma_stack_bull+bb_expand+close_near_high+cross_group_bull,129,0.43410853,2.19374474,46,0.13043478,0.65671990,0.06117840,33,0.18181818,1.13939394,0.08610768
d1,200,10,price200_bull+pin_bull+cross_target_relative_up,143,0.43356643,2.19100530,40,0.47500000,2.39155496,0.32935470,28,0.35714286,2.23809524,0.20705830
d1,200,10,pin_bull+mtf_price200_bull+cross_group_bull,146,0.43150685,2.18059730,34,0.41176471,2.07317458,0.26365968,28,0.17857143,1.11904762,0.07878502
d1,200,10,trend_bull+pin_bull,246,0.43089431,2.17750186,55,0.43636364,2.19702657,0.31373442,64,0.28125000,1.76250000,0.18593372
d1,200,10,sma_stack_bull+pin_bull+mtf_price200_bull,150,0.42666667,2.15613769,48,0.43750000,2.20274799,0.30701269,44,0.25000000,1.56666667,0.14574214
d1,200,10,price200_bull+pin_bull+mtf_price200_bull+cross_group_bull,134,0.42537313,2.14960089,29,0.34482759,1.73615605,0.19940719,28,0.17857143,1.11904762,0.07878502
d1,200,10,rci_bull+pin_bull,237,0.42194093,2.13225642,68,0.52941176,2.66551017,0.41240922,52,0.15384615,0.96410256,0.08007685
d1,200,10,pin_bull+mtf_price200_bull+cross_group_return_up,164,0.42073171,2.12614568,35,0.40000000,2.01394102,0.25550729,32,0.18750000,1.17500000,0.08889545
d1,200,10,trend_bull+rci_bull+pin_bull,162,0.41975309,2.12120027,42,0.42857143,2.15779395,0.29117651,42,0.16666667,1.04444444,0.08315917
d1,200,10,sma_stack_bull+close_near_high+elliott_impulse_bull+cross_group_bull,162,0.41975309,2.12120027,58,0.12068966,0.60765462,0.05970966,38,0.21052632,1.31929825,0.11074792
d1,200,10,trend_bull+rci_bull+pin_bull+mtf_price200_bull,158,0.41772152,2.11093385,41,0.43902439,2.21042307,0.29890132,38,0.18421053,1.15438596,0.09221765
d1,200,10,trend_bull+di_spread_up3+volatility+cross_group_bull,204,0.41666667,2.10560321,47,0.40425532,2.03536592,0.27640035,37,0.18918919,1.18558559,0.09479979
d1,200,10,pin_bull+cross_group_bull,185,0.41621622,2.10332688,46,0.45652174,2.29851964,0.32154734,37,0.24324324,1.52432432,0.13361353
d1,200,10,sma_stack_bull+bb_expand+breakout20_up+cross_group_bull,123,0.41463415,2.09533198,63,0.14285714,0.71926465,0.07701948,26,0.15384615,0.96410256,0.06150034
d1,200,10,sma_stack_bull+bb_expand+breakout_up20+cross_group_bull,123,0.41463415,2.09533198,63,0.14285714,0.71926465,0.07701948,26,0.15384615,0.96410256,0.06150034
d1,200,10,sma_stack_bull+bb_expand+channel_breakout_up+cross_group_bull,123,0.41463415,2.09533198,63,0.14285714,0.71926465,0.07701948,26,0.15384615,0.96410256,0.06150034
d1,200,10,sma_stack_bull+bb_expand+retest_up+cross_group_bull,123,0.41463415,2.09533198,62,0.14516129,0.73086569,0.07829411,26,0.15384615,0.96410256,0.06150034
